x,y,z,36,broad_category
14.0,17.0,9.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
9.0,15.0,16.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,13.0,11.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
14.0,6.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,8.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
16.0,6.0,8.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
14.0,9.0,9.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,7.0,8.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,11.0,12.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
15.0,10.0,8.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,4.0,8.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
14.0,20.0,20.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
17.0,22.0,15.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
5.0,10.0,11.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,11.0,12.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
19.0,13.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,9.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,15.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,10.0,7.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
14.0,13.0,9.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,20.0,12.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
12.0,10.0,14.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
14.0,26.0,17.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,15.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
7.0,11.0,24.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
22.0,20.0,18.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
9.0,13.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,9.0,12.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,10.0,7.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
15.0,9.0,8.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
6.0,9.0,14.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
12.0,7.0,7.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
6.0,19.0,8.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
9.0,15.0,15.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
7.0,12.0,11.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
16.0,10.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,4.0,12.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
14.0,10.0,14.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
14.0,12.0,14.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
9.0,16.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
18.0,20.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,13.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
5.0,6.0,11.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
15.0,11.0,16.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,13.0,9.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
14.0,10.0,18.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,8.0,15.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
14.0,9.0,8.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,14.0,11.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
21.0,16.0,12.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,12.0,9.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
7.0,9.0,11.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
12.0,14.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,7.0,16.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,12.0,5.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,10.0,14.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,12.0,14.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
9.0,11.0,12.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
9.0,15.0,16.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,18.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,10.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
18.0,14.0,14.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
9.0,17.0,6.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
9.0,10.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
12.0,9.0,12.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
14.0,14.0,7.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,13.0,9.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
12.0,7.0,12.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
12.0,11.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
12.0,12.0,7.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,15.0,15.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
12.0,18.0,14.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
8.0,9.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,15.0,14.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,16.0,6.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
12.0,13.0,11.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
9.0,12.0,7.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
15.0,17.0,7.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,17.0,18.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
12.0,9.0,11.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,6.0,20.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
9.0,7.0,11.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
9.0,9.0,9.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
9.0,16.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,14.0,8.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
18.0,14.0,14.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
9.0,7.0,8.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
14.0,12.0,9.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,12.0,14.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
7.0,10.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,15.0,11.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
15.0,18.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,11.0,8.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,10.0,8.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
17.0,20.0,20.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,13.0,7.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
9.0,13.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,15.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,13.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
6.0,8.0,9.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
16.0,8.0,19.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,7.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
7.0,9.0,12.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
12.0,17.0,12.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
9.0,9.0,12.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
17.0,16.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
8.0,17.0,7.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
8.0,11.0,14.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
8.0,11.0,17.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,8.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,14.0,8.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,11.0,18.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
14.0,8.0,15.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
15.0,16.0,12.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
4.0,12.0,14.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
12.0,8.0,14.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
15.0,10.0,11.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,6.0,14.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
12.0,7.0,12.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
9.0,12.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
12.0,10.0,18.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,14.0,12.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
4.0,12.0,8.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,8.0,11.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,6.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
7.0,3.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
5.0,8.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,10.0,20.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
15.0,11.0,6.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,14.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,12.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,10.0,6.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
7.0,5.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
15.0,13.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,9.0,12.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
12.0,12.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
23.0,18.0,8.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
15.0,17.0,11.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
14.0,12.0,11.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,12.0,14.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,14.0,8.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
9.0,11.0,11.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
8.0,9.0,9.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
3.0,8.0,6.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
8.0,13.0,16.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,11.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
16.0,8.0,16.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
8.0,12.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,9.0,9.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
14.0,12.0,15.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,11.0,12.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,10.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,10.0,8.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
16.0,10.0,8.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
19.0,5.0,8.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
12.0,17.0,15.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
12.0,15.0,7.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,7.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
18.0,9.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,9.0,12.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
16.0,9.0,9.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
16.0,12.0,18.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
3.0,15.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,17.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,12.0,15.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
8.0,9.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,6.0,6.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,12.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
18.0,8.0,12.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
16.0,20.0,12.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,9.0,11.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,10.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,17.0,18.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,9.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,13.0,8.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
12.0,6.0,15.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,12.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
14.0,10.0,6.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,17.0,15.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
9.0,9.0,11.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
10.0,10.0,8.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,7.0,10.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
11.0,14.0,13.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
8.0,10.0,9.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
13.0,10.0,7.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
12.0,14.0,14.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
7.0,7.0,9.0,../datasets/Stationary/Dataset stationary highway.csv,Stationary
7.0,15.0,17.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
16.0,18.0,13.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
18.0,24.0,31.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
12.0,19.0,15.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
19.0,18.0,17.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
20.0,28.0,30.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
10.0,24.0,36.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
17.0,24.0,45.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
12.0,25.0,33.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
15.0,19.0,22.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
8.0,19.0,26.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
9.0,13.0,17.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
14.0,16.0,25.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
15.0,15.0,34.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
12.0,17.0,14.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
12.0,14.0,22.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
10.0,20.0,18.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
13.0,12.0,23.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
8.0,23.0,22.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,11.0,17.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
19.0,19.0,34.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
15.0,15.0,23.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
17.0,10.0,23.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
19.0,21.0,24.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
16.0,19.0,28.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
15.0,14.0,17.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
15.0,18.0,24.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
16.0,12.0,23.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
13.0,25.0,21.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
14.0,16.0,18.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
16.0,16.0,21.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
12.0,9.0,11.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,7.0,13.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
9.0,16.0,19.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
9.0,10.0,11.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
12.0,7.0,8.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
14.0,7.0,12.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
12.0,13.0,7.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,11.0,10.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
8.0,7.0,9.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
9.0,7.0,11.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,12.0,9.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
8.0,6.0,13.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
12.0,11.0,10.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,8.0,6.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,7.0,16.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
9.0,11.0,14.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
7.0,14.0,7.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
7.0,15.0,11.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
12.0,10.0,13.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
7.0,8.0,8.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
14.0,9.0,10.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,5.0,4.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
13.0,6.0,9.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,12.0,5.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
8.0,13.0,7.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
6.0,14.0,7.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
10.0,11.0,12.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
14.0,13.0,8.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
10.0,11.0,8.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
10.0,8.0,15.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
8.0,11.0,13.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,7.0,13.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
9.0,16.0,9.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
9.0,13.0,9.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
8.0,11.0,12.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
8.0,8.0,10.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
10.0,15.0,4.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
9.0,11.0,8.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
15.0,13.0,14.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
15.0,9.0,8.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
9.0,6.0,8.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
13.0,7.0,9.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,13.0,8.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
13.0,11.0,7.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,10.0,10.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
12.0,9.0,9.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,12.0,9.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
12.0,12.0,16.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
8.0,12.0,11.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
12.0,9.0,15.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
12.0,14.0,13.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
17.0,9.0,15.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,10.0,11.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
9.0,8.0,10.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
15.0,15.0,7.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
9.0,14.0,9.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
14.0,11.0,9.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,13.0,10.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
12.0,10.0,13.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
7.0,8.0,11.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
14.0,12.0,12.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
16.0,9.0,12.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
18.0,14.0,14.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
13.0,7.0,8.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
8.0,7.0,16.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
9.0,8.0,13.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
7.0,14.0,9.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
16.0,12.0,11.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
16.0,14.0,14.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
7.0,9.0,10.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
10.0,10.0,15.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,8.0,12.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
14.0,13.0,11.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
10.0,10.0,13.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
10.0,13.0,8.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
14.0,11.0,10.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
6.0,7.0,14.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
8.0,6.0,9.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
7.0,8.0,8.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,8.0,11.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
12.0,8.0,11.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
13.0,9.0,14.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
10.0,13.0,11.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
10.0,6.0,14.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
18.0,12.0,9.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
10.0,11.0,15.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
8.0,9.0,13.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
9.0,12.0,7.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,7.0,12.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
9.0,13.0,11.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
9.0,16.0,11.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
10.0,9.0,13.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
10.0,10.0,11.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
14.0,9.0,9.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,12.0,14.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
13.0,11.0,8.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
10.0,11.0,11.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
14.0,8.0,9.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
10.0,8.0,11.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
7.0,11.0,10.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
6.0,6.0,5.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
8.0,11.0,6.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
10.0,14.0,11.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
12.0,9.0,8.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
12.0,13.0,12.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,11.0,9.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
15.0,7.0,10.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
10.0,10.0,22.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,13.0,9.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,13.0,9.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
9.0,8.0,11.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,10.0,12.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
7.0,8.0,8.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,11.0,8.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
9.0,9.0,12.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
12.0,14.0,9.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
10.0,8.0,13.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
7.0,9.0,8.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
5.0,7.0,9.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
9.0,14.0,8.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
13.0,11.0,8.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
12.0,11.0,15.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
8.0,14.0,10.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
15.0,11.0,14.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
8.0,13.0,9.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,8.0,14.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
16.0,10.0,11.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
11.0,9.0,11.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
15.0,6.0,7.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
9.0,10.0,15.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
13.0,12.0,10.0,../datasets/Stationary/Dataset stationary inside.csv,Stationary
