X;Y;Z
71;-15;-26
-105;40;83
81;20;-91
-66;64;11
43;-92;-4
12;19;-1
-25;7;7
23;24;-24
4;-15;48
-24;-27;-43
-33;3;-49
49;29;69
-22;27;-39
33;-78;47
-42;52;-23
108;-35;-3
-10;-50;18
-25;14;81
-39;48;-82
-24;-35;-9
5;24;34
42;37;18
-45;-26;-61
-21;1;35
46;-31;-55
-44;3;24
25;-15;34
-2;-6;-111
3;35;106
0;-17;-20
-17;60;39
-37;-234;112
57;243;-187
-14;-12;105
-24;-44;-92
48;1;-10
1;1;10
-14;8;24
-45;-25;-20
36;25;14
25;-11;5
-104;-37;143
118;108;-109
30;27;-142
-108;-123;109
38;91;-32
102;-152;83
-128;63;-104
3;-3;54
9;57;-29
-8;-31;-49
94;-56;132
-175;149;-35
123;-154;-15
8;38;11
-55;-62;-67
31;136;-19
-132;-201;19
127;179;43
-11;-73;-16
20;106;29
-47;-134;15
46;73;-2
30;-11;-116
-34;23;15
-6;-49;104
125;190;-54
74;-68;-233
-205;-46;242
-1;-59;-19
360;-348;289
-358;352;-325
-18;8;87
19;-126;-40
-17;68;4
-23;84;4
23;-43;8
5;-19;-57
14;74;71
-13;-25;1
13;-170;48
-8;100;-76
-17;-22;85
114;222;-105
-101;-119;39
-8;-61;-23
45;47;7
94;19;-77
-113;-34;96
-48;38;-78
35;-76;57
28;147;7
-34;-169;-5
10;76;3
-4;-16;9
9;3;-2
-28;-15;-19
28;11;-47
-3;15;40
9;-24;22
-13;-46;-44
-47;22;98
-31;203;-102
117;-151;24
-34;40;-7
-117;-284;229
73;221;-199
40;6;-23
-15;9;31
20;-26;-46
-30;-19;23
41;70;-21
-74;-60;66
82;97;-107
-42;-87;44
-31;18;-7
217;-10;-20
-194;-9;55
27;24;-15
-40;181;-6
25;-214;11
6;51;-12
-85;-9;-38
57;0;47
74;485;-235
-52;-579;230
-73;21;54
56;51;-51
1;-7;-3
27;-9;15
-99;-13;-37
80;7;29
-65;47;-22
63;12;33
8;-30;59
1;-1;-78
8;3;0
30;-185;88
-52;167;-107
4;13;11
3;-32;-14
105;-94;19
-91;105;-8
-17;16;0
17;-14;73
-15;-12;-71
11;58;1
-32;-90;14
32;55;-28
154;55;102
-203;-83;-95
14;23;25
7;-14;-24
49;-57;-6
-45;87;-1
14;-14;-93
40;16;38
-66;-126;54
94;329;-100
-92;-153;101
36;-86;17
-10;28;10
-16;-26;-10
14;3;-5
-45;34;14
10;20;-59
74;-49;14
-54;1;27
-138;-19;36
79;22;26
83;27;-95
-5;-16;35
7;-15;1
-27;1;1
13;35;18
-33;-71;-9
46;28;-30
-21;-17;-12
-18;40;72
-25;-27;-54
-27;9;31
84;20;-31
-48;-33;71
25;3;-93
-14;15;113
-32;-1;-77
54;3;-71
-6;30;65
0;-90;15
-1;66;-8
-38;-25;26
30;54;-22
-19;-70;-6
-41;-73;7
18;63;-18
101;-16;-32
-42;28;69
5;48;-53
-20;-44;0
-13;34;20
11;-66;-20
23;44;42
-27;82;-65
3;-101;24
27;-47;13
-45;30;5
29;50;-16
5;-33;-5
23;34;19
-37;-23;-1
-29;14;36
45;19;-65
-67;-75;89
56;42;-78
-10;-14;19
71;64;21
-72;-59;-48
16;26;22
15;79;-32
-43;-90;43
13;-27;-10
-40;19;-44
46;-10;31
-11;28;10
7;-11;-24
2;3;-24
-8;-41;42
-50;71;-2
71;-125;-62
1;128;25
-80;-134;82
82;63;-92
-20;-4;63
-34;44;-45
13;-65;28
-38;-27;-79
56;88;44
91;-72;33
-93;59;-8
22;-3;18
-18;-23;-14
-22;-13;-38
-86;45;47
90;-6;-12
8;20;14
65;-101;70
-53;59;-77
-8;31;-11
-76;14;32
64;-53;-23
14;56;1
-3;-29;14
21;-52;212
-18;34;-200
-27;10;-1
-8;21;-38
7;-65;35
25;82;-17
-52;-74;-29
105;1;69
-77;34;-40
20;14;27
-28;-18;-44
-9;-31;29
19;63;4
20;-3;1
-41;3;-60
27;-90;46
-2;83;-1
52;-154;-22
-165;144;10
184;-16;-31
-53;-55;25
8;53;-4
-18;5;-16
32;-14;-55
-18;1;74
-44;15;-28
13;-44;59
4;14;-49
-34;30;3
40;-8;5
12;1;-5
-23;-13;44
19;7;-36
64;17;77
-84;-39;-81
75;-15;15
-52;55;-16
-20;-46;7
-14;34;33
40;-12;-67
34;-15;79
54;214;-116
-98;-144;66
12;-49;0
23;-42;12
-35;43;-20
-6;53;-28
-6;-57;34
-8;5;-27
32;1;51
-19;-32;-46
14;43;20
-8;80;-56
-1;-101;76
-102;61;-21
128;-120;18
-16;47;-41
-27;6;43
-50;-27;-74
38;31;71
20;13;18
-31;-60;-14
176;118;-17
-120;-60;-38
-32;-27;63
-14;-4;-8
22;-10;-107
-30;19;95
