X;Y;Z
396;-224;663
-249;511;-230
117;-68;-680
-807;-500;434
22;1184;774
1128;-844;-1227
-322;-251;476
-69;210;-189
737;11;353
-238;708;-590
787;581;621
-1469;-942;-273
415;-105;-574
-419;-99;-38
1358;-902;1354
-880;543;-673
142;939;-558
-277;-286;597
454;-482;-315
-443;291;-409
849;162;1114
-1780;-1169;-628
953;503;402
326;917;-537
-282;-299;185
117;156;-382
-204;769;-695
74;-347;1032
279;-585;-68
89;-227;328
-576;-69;183
280;407;1521
625;-1378;346
-943;704;-1997
-148;-266;1353
-810;486;-1210
-148;-1061;1852
1375;255;-982
-83;687;-140
-135;-165;514
-481;-120;-638
684;601;-474
-1038;-740;440
406;58;1
-731;-902;556
660;984;-293
399;881;-311
-806;-1465;1214
1332;-243;109
460;262;-1652
-1484;675;564
-292;-685;-308
669;76;1394
462;-264;0
455;1080;-1864
-520;201;487
-128;-109;1305
520;-397;-512
-372;221;-1130
-739;-480;558
-180;212;235
516;-340;571
-125;56;-219
360;878;-801
-333;-212;-560
153;84;977
-229;23;-7
106;-319;-828
-566;-224;149
406;-224;224
910;8;924
-1256;-543;1
887;1119;-623
242;349;-381
367;178;356
-568;-1350;380
76;624;-220
475;95;417
-946;-887;324
206;-300;229
159;1797;-1399
326;-397;753
160;-1010;645
271;-215;-1477
-609;792;525
-1083;-327;-225
936;473;-147
-69;-231;775
-62;436;-787
721;286;755
-968;-74;-1001
-242;-597;-50
-14;-126;397
-661;-812;-86
0;339;-105
947;1073;-207
-624;-1004;1630
1317;1351;-1921
-1054;-385;34
416;-346;803
-106;-969;1082
1137;440;-255
-214;1546;-1187
-1077;-678;111
636;-76;1329
-728;161;-1415
-179;-764;1188
11;323;-1124
582;-318;-407
-143;977;42
258;-415;445
200;305;49
-9;-186;1219
-1213;-1329;0
1883;671;-163
-1280;405;-1547
337;-395;248
-79;164;756
-300;-359;-92
-110;59;-430
391;-575;819
-548;937;400
171;243;-1639
102;147;94
769;-447;1133
478;406;363
-312;-1;-1630
-628;-34;284
39;-361;446
-1083;1100;-494
745;-1679;494
664;625;-379
-211;839;-213
-733;-1042;1446
398;-150;-96
-866;-25;104
948;542;-901
-439;-429;-429
1537;1347;705
-514;-1249;713
-798;32;-927
-481;587;-1121
369;-266;2000
624;101;-1037
211;376;46
-91;417;-836
123;-768;317
-460;-219;402
-284;-126;280
45;-715;873
-281;939;-1242
189;-161;87
386;659;-205
319;-92;1123
-727;-871;180
1364;-353;-551
-159;742;-982
-1791;457;1319
345;-246;-858
-673;682;861
249;-332;-210
-278;132;9
-1188;-840;700
-144;1391;-242
801;0;-1101
-161;-1463;1679
-657;-506;-383
481;1968;-575
-482;-870;-242
752;389;-637
951;-232;724
-849;136;149
798;-19;1072
-1037;150;-1390
367;-422;-627
-70;-2;351
-570;-225;608
-180;102;149
43;140;-706
-19;833;-178
1448;-192;322
-686;-415;220
-5;-220;465
-947;-423;-483
1106;322;1263
-296;-201;-1547
74;-108;398
-682;-245;257
1031;670;732
-159;-804;158
-757;461;-310
237;441;-1333
143;-127;1241
1347;222;400
-504;2;-935
181;313;-565
-1382;-502;181
482;-394;-117
299;312;361
-413;-551;-3
-505;1429;-103
1094;-417;109
-270;-167;575
263;-72;-572
-366;546;-90
-327;-538;-586
162;-495;611
529;401;544
-76;-778;-485
43;1024;-912
-119;-108;1741
-641;-698;-274
196;610;-1084
562;-5;285
-81;-434;516
-1183;298;-692
2047;224;-238
0;-143;1218
-138;766;-1541
-1094;-806;1347
-816;-783;13
1004;-91;652
118;1178;-1519
-1051;-1547;1552
1626;886;0
-1700;-886;-429
0;34;-757
1601;-26;-185
-891;1224;379
450;386;-40
-449;-1072;1030
498;-535;0
-244;994;-1218
-145;-219;430
1223;384;-266
-2048;-1172;122
250;0;929
682;277;-1033
125;1083;-559
-440;-180;469
319;120;-181
157;-348;404
-386;-303;-786
118;170;731
-217;161;348
656;-474;-1053
-632;348;-4
-579;-405;1107
1440;1204;-817
-304;-25;-382
-80;-106;590
58;-333;533
-1104;616;-1126
537;-753;1753
803;-194;-1185
-108;-151;844
-96;606;-184
275;-402;507
284;-634;510
-743;786;-1320
724;462;996
-289;-753;-533
673;488;-227
-342;510;-216
-102;-92;285
385;-577;384
701;-624;-1005
-1547;1373;824
231;-637;-1173
582;161;577
-846;-583;808
262;900;-345
341;-423;293
-1060;403;-168
1498;-1429;406
194;181;130
-1705;-203;-38
984;486;-450
110;839;-453
394;-100;193
-451;132;-258
-15;-479;1047
468;-759;234
-1172;787;0
174;1023;-1936
116;-1295;1354
138;402;139
-40;-1037;442
240;20;0
679;828;-398
-1014;-149;-488
132;484;-395
7;231;848
493;77;-431
-555;-231;125
1353;-1079;736
-570;796;-1385
-831;163;-368
-348;103;668
1022;-560;19
-591;58;451
1316;-751;-486
-1209;502;968
-468;-237;-284
-56;781;-285
1065;491;-97
-710;241;-1024
518;-305;743
822;-287;559
-2012;412;333
2047;-768;-231
-1890;-172;414
151;396;-851
-309;-622;-520
0;-439;736
1486;1713;-1115
-289;-692;797
158;742;-758
-308;-835;76
-258;286;178
672;-29;-570
351;319;168
-158;176;1004
-948;-785;-372
128;-236;-356
-837;-495;676
20;816;436
861;-87;-411
437;899;-720
-300;-836;126
78;376;263
455;-476;628
-439;812;-837
-606;-538;449
770;-485;-183
-703;793;-274
922;-566;338
-468;148;386
-55;483;-172
200;-76;99
191;-252;-70
-169;482;-733
-451;-350;289
513;-516;102
-86;-83;-41
-416;98;750
-112;-265;-239
1057;730;-484
-1085;538;-256
931;-551;1451
-1099;-207;-974
284;247;-695
135;-561;643
-477;-686;-380
1509;1312;225
-588;-1182;1179
234;1175;-1264
