X;Y;Z
30;-60;-37
-35;79;-53
22;-44;63
-3;31;-48
-22;-41;9
0;48;14
10;-4;-76
-10;11;59
19;-19;17
-4;-5;-53
-3;20;41
-6;1;59
12;-18;-37
-15;-13;4
8;18;16
-2;-5;-86
0;-28;109
1;-18;72
10;90;-186
-4;-62;68
-17;29;-75
27;-31;58
15;33;-52
-10;-2;106
-7;-19;-29
-23;22;-57
23;27;33
-12;-35;40
1;67;-51
10;-11;5
-12;-2;-14
-4;-11;48
13;-18;-35
-17;-31;108
-1;28;-39
28;20;63
-60;-55;-41
3;18;-67
49;43;30
-8;-31;-31
5;-11;-25
-51;-16;87
29;-31;-53
-12;35;20
12;0;-66
22;9;-24
-40;-48;69
21;25;30
10;-35;-21
13;-5;-33
-30;55;8
-18;-37;-19
4;-27;17
36;29;48
-64;54;-41
10;-39;5
29;-7;-12
5;-13;-2
6;-6;7
-23;9;30
25;-9;-45
-9;25;6
8;-29;15
-32;8;26
-41;-8;-47
17;11;5
-5;-22;14
2;38;-11
7;-19;-33
7;-10;48
-44;38;-20
26;-36;76
-2;36;-44
10;-35;-12
13;-13;-24
-8;-29;10
3;1;31
-5;1;-19
-2;5;26
15;8;-48
-34;-37;100
28;10;-52
32;11;-34
-28;17;12
-9;29;-26
13;-27;-27
9;-7;95
-26;-27;-33
-3;47;-40
10;3;1
-5;16;0
-7;-12;-31
-14;5;1
16;-3;-15
-30;16;42
3;-47;17
12;46;-15
-5;14;-19
-27;4;46
25;-10;-40
-1;-5;5
31;10;27
-18;3;-43
26;-39;50
-54;32;1
45;-3;13
0;-10;-45
-16;-13;34
7;-17;-77
-3;24;62
-11;-36;-47
11;37;-8
4;-2;30
12;39;34
10;-54;-2
-22;-17;-47
-12;54;20
28;-16;-12
-8;26;-4
11;-13;44
-22;4;-57
11;-40;29
-18;33;1
39;-19;-8
-58;32;14
9;-11;-25
8;-26;13
3;-13;-45
-20;53;58
13;-87;65
-8;34;-82
4;56;16
16;-28;-8
-19;-4;-25
1;-17;33
-7;47;37
7;-16;-24
12;9;-9
8;-35;47
-24;-10;-46
-1;-18;58
-1;48;-4
13;-34;-57
-13;-34;-15
21;78;6
-13;-10;63
24;-28;-39
-32;9;43
-5;21;-28
22;-17;-58
-4;2;108
-31;-9;-28
16;41;-65
12;-36;63
-25;0;12
-23;-71;90
44;64;-93
0;-22;-86
10;59;-2
0;16;41
4;-34;-44
17;-41;-23
-20;89;-22
-17;26;-69
-9;-35;54
23;82;-37
-1;-100;53
-4;19;-10
1;5;-41
4;-7;172
-1;-3;-14
7;2;-133
6;29;47
-25;-50;-103
-7;8;52
11;-5;58
-3;-3;47
7;13;-93
6;14;-36
13;-58;94
-20;63;-18
-7;7;0
-9;-38;-49
21;-41;5
7;58;6
-18;-38;-36
8;12;-33
-6;-24;54
-63;18;26
-34;5;-21
113;-25;-44
11;-37;46
-49;46;1
17;-18;-9
-9;0;2
-1;40;-37
10;32;-37
0;-5;-39
12;-30;105
4;-32;1
-24;23;-39
-6;13;-8
13;2;-14
-9;0;22
1;-2;-5
-11;11;-5
6;-7;19
4;-16;36
-11;5;-70
33;13;16
-7;-2;46
-1;-11;-46
-27;4;54
6;-7;50
3;-17;-23
5;-9;-7
7;3;-19
-9;29;-24
-24;36;-30
38;-102;36
-20;38;-13
5;-1;9
28;8;25
11;-10;-16
-65;-10;37
39;34;-24
12;14;-28
-32;-31;11
2;30;37
9;-9;-13
1;-25;-13
8;19;-30
-6;-29;29
-39;48;1
25;24;2
12;-46;20
-3;7;-1
-30;16;-29
35;26;26
-24;1;-20
26;-9;-30
4;-22;49
-2;0;-42
-32;10;-44
6;-14;58
12;-50;37
-8;28;-34
-2;7;65
-18;-17;-82
32;-10;-5
3;-1;26
-6;17;-18
1;25;-21
-12;26;-9
33;-27;39
-8;-37;18
-10;-6;-36
-3;41;45
19;-64;3
-45;77;-57
6;-18;41
2;-3;10
4;-20;-15
-8;9;2
-25;5;19
30;-30;-30
-12;14;-14
5;40;37
-3;-46;-28
3;21;-9
14;-21;23
-11;27;2
-18;16;-15
35;-40;-46
-22;6;38
5;-14;-26
7;31;9
-7;11;22
-28;2;-13
33;-66;-24
-17;32;-20
7;4;79
20;50;-93
-5;-39;-36
-54;-49;112
22;-22;63
18;39;-9
5;25;-143
-4;43;-78
22;-7;24
-6;15;-49
-22;-3;86
20;-1;7
6;7;12
-17;-29;-42
-3;-1;-5
10;26;29
-15;-23;49
25;47;-23
-22;-37;-83
-27;0;155
26;55;-102
6;-23;37
-25;-38;2
33;52;-92
-7;-38;12
-2;-15;16
-14;-33;11
23;-8;-4
-71;60;-13
40;-30;69
3;9;-67
4;14;-46
-12;-45;44
36;14;69
-31;11;-92
-5;-26;-10
-24;-36;-38
64;40;137
-30;0;-71
22;-32;23
-11;5;-9
-22;83;-21
-27;-16;38
26;-55;-7
16;-2;-8
-14;66;-25
18;-66;28
-7;8;27
11;7;-11
-18;15;1
31;-31;47
-28;10;-47
-8;-2;44
23;33;-78
-42;21;65
23;-28;-27
-4;-13;-50
27;-8;87
-24;11;-39
-3;37;-72
62;-57;84
-38;15;-66
-7;-12;0
-7;-6;-36
-2;10;76
-1;19;-23
10;-20;-68
21;-48;69
-39;36;2
-2;-7;-3
22;19;-12
-19;31;0
52;-63;34
-26;20;-19
-30;6;-33
-11;4;12
4;-24;79
0;61;-75
28;-54;21
-18;34;-33
3;-14;-2
-30;10;63
17;-3;-29
13;-3;-7
-10;-14;4
7;25;-33
-22;-40;0
-5;59;-10
12;-41;14
10;50;-24
-9;-66;82
-1;83;-45
11;-18;-28
-22;-22;9
31;-8;-4
8;23;58
8;-9;-43
-12;-7;6
8;4;-32
-16;51;10
10;-49;-8
-5;9;-30
5;-1;44
1;51;-42
-26;-47;33
13;3;-21
-26;18;-17
12;12;35
13;-36;-57
1;10;74
-4;-10;7
-33;-24;-52
29;69;14
16;-21;23
-4;-29;10
-23;26;11
-7;20;-99
17;-4;67
-11;-34;-46
6;-30;83
-37;84;-16
31;-101;-15
18;25;-65
-9;-5;53
-19;5;47
28;6;-80
-47;43;-15
19;22;75
25;-7;-35
-3;-76;72
-30;121;-59
-15;-66;53
16;-20;-46
14;10;-21
-33;-10;23
15;66;3
5;-36;25
4;-35;-84
-4;16;79
14;5;-89
-16;-5;4
13;6;96
-22;31;-21
31;-45;40
-18;20;-65
-1;-13;-7
18;-23;62
-1;15;-31
2;18;18
8;21;-39
-11;-45;-2
-15;-17;-47
-15;20;63
-5;-11;-22
9;-4;-46
5;-10;-8
16;25;10
-12;0;21
13;-19;-21
-20;13;45
15;6;-31
7;-25;113
-26;-37;0
1;-5;-126
36;64;31
0;43;5
-6;-92;-17
-30;43;0
2;-25;-41
-2;19;18
0;-68;-5
-19;84;35
12;-72;-63
28;-22;45
-18;88;-29
2;-72;35
17;8;13
35;1;-51
-51;36;24
16;-10;26
-21;22;-57
37;-31;3
-36;-1;0
22;14;31
-12;-8;-51
-46;15;64
56;-32;-74
-37;33;0
14;24;24
-4;-15;3
16;-8;9
24;-20;20
-56;57;-48
21;-20;39
-9;-32;58
-21;44;-50
0;-32;-24
25;8;9
15;-29;18
-10;-8;57
-17;14;-100
34;8;15
-22;-40;71
-1;52;-43
10;-58;17
-16;53;1
2;-19;41
3;35;-90
14;-16;73
-11;16;-70
-3;5;25
-1;-15;53
7;-3;-88
11;3;71
-24;-36;-7
-9;37;-77
5;16;83
32;-2;-1
-5;5;-49
-10;-31;24
-7;1;-84
-19;50;6
29;2;82
-15;-68;31
11;53;-51
16;-21;70
-41;-6;-72
34;24;22
-11;-19;-9
-11;4;60
-9;2;-11
-52;-2;-16
-1;15;-21
9;-21;41
54;-36;-47
-17;52;-98
3;-19;79
-20;14;25
11;-12;22
14;6;-56
-10;-2;-9
-4;-38;44
27;61;17
-11;-3;9
3;-76;-26
-4;63;-18
-12;-24;8
-4;20;-43
-6;-20;12
7;-14;-3
-27;50;15
26;-14;5
-5;1;-16
-9;-20;37
-3;75;45
8;-127;-23
-6;52;-36
-12;25;-8
41;-42;20
-38;10;-55
10;6;47
-10;15;-76
12;-1;54
14;-9;8
-17;-5;-10
-9;48;35
-17;-52;-18
28;-1;-42
8;-36;-7
-19;33;-31
18;-8;26
-14;11;-14
6;-20;53
11;19;-72
-15;-13;84
8;-22;-21
16;54;-13
-23;-27;41
7;0;-29
11;8;52
-7;11;-122
2;-29;87
11;17;-54
-23;40;6
-22;-24;-34
-22;11;122
55;-51;-84
0;19;66
-26;26;-117
9;-31;84
4;60;15
-8;-54;-22
15;-15;-43
1;-7;10
-11;64;29
-29;-33;-8
26;-2;-39
2;15;33
29;-30;102
-19;-16;-96
-19;7;46
-8;26;10
8;-65;-31
3;-4;-39
-4;42;38
-40;-81;-28
34;40;-23
20;17;25
-12;31;9
-15;-45;-27
34;-25;74
-26;94;-29
20;-47;71
-24;4;-110
35;14;20
-91;44;46
65;-36;-102
10;-53;55
3;40;43
-10;7;17
13;-8;-44
-27;-20;-29
1;-17;64
16;39;-84
-22;-10;12
44;-30;-2
-67;67;69
12;-6;-33
40;-23;31
-14;-15;20
-29;48;-35
-3;-21;-15
-6;12;70
3;3;-23
35;-19;10
7;2;-22
-32;-18;-23
-7;4;-5
-24;1;7
53;-23;18
-33;42;-41
19;1;-40
-6;7;-6
5;33;12
-20;6;-33
1;-16;69
11;10;-10
-27;3;-41
28;-10;75
-15;-29;-72
-13;14;-10
-3;11;-34
4;40;37
10;-55;-38
3;-4;66
-24;20;15
0;-2;29
26;34;-28
-1;-36;-10
2;-17;-2
10;-28;34
1;35;-29
-7;-18;6
4;14;3
-2;14;21
20;-14;26
